title,brand,price,rating,reviews,url,ram_gb,storage_gb,cpu
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - (FREE LAPTOP BAG) - Daraz like new laptops",Daraz Like New,8499.0,5.0,1.0,https:,4.0,4.0,other
"Asus Chromebook C202s Windows | celeron processor | 4GB RAM | 32GB SSD EMMC | 11.6"" screen | windows 10 Converted",No Brand,9404.01,5.0,2.0,https:,4.0,4.0,other
HP COMPAQ DC5850 SMALL FORM FACTOR/320 GB HARD DISK/DUAL CORE AMD PROCESSOR/2 GB Ram,No Brand,7000.0,0.0,0.0,https:,2.0,320.0,other
HP 10th Generation 2-in-1 Laptop | 8 GB Ram | 256 GB SSD | Touch Screen x 360° Rotation | (FREE TOUCH PEN) | ProBook X360 G5 EE | N5030 Celeron 10th Gen | With Charger |,No Brand,32670.0,5.0,2.0,https:,8.0,8.0,other
"Dell Latitude 5410 | Core i5 10th Gen | 14"" FHD Display | 8GB DDR4 RAM | 256GB NVMe SSD | Intel UHD 4GB Graphics | Backlit Keyboard | Webcam | WiFi | Bluetooth | Face Detection | Battery with Good Backup | Windows Updated",No Brand,62000.0,0.0,0.0,https:,0.0,8.0,i5
"Samsung Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Processor N4000 4GB DDR4 RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US - Play Store - All Metal Body",Daraz Like New,14849.01,5.0,1.0,https:,32.0,4.0,other
"Dell Chromebook 3100, Dell Laptop, Chromebook for Students, Budget Laptop, Online Class Laptop, Durable Laptop, Chrome OS Laptop, 4GB RAM Laptop, Non-Touch Laptop, Student Chromebook, Laptop for Study",.No Brand.,8051.0,5.0,1.0,https:,4.0,4.0,other
HP Chromebook 11 G4 | 16GB Storage | 2GB RAM | 11.6″ Display | Factory Playstore | Black & Silver - Daraz Like New Laptops,HP,11879.01,4.7727272727272725,66.0,https:,2.0,16.0,other
"HP ORIGINAL | Chromebook 11 G4 | 8 to 10 Hours Battery Timing | 16GB SSD Storage | 4GB RAM | 11.6"" FULL HD Display | WINDOWS 10 INSTALLED | Dual Core | WITH FREE MOUSE",No Brand,7484.4,4.333333333333333,6.0,https:,4.0,16.0,other
"Hp Chromebook 11 G6 EE - 4GB RAM DDR4 - 16GB SSD EMMC - Playstore supported - 11.6"" screen",No Brand,8316.0,4.6,5.0,https:,4.0,4.0,other
Lenovo Chromebook 300E 2nd generation auto update 2027 With Touch  Intel Celeron 4GB RAM 32GB Chrome OS (FREE LAPTOP BAG),Lenovo,15345.0,4.793103448275862,29.0,https:,4.0,4.0,other
"HP Intel Core i7-8th Generation | 16GB Ram , 512GB M2 SSD Hard | 2K Display | 3Hours+ Battery Backup | Back-Lit Keyboard | Fingerprint Scanner | FREE LAPTOP BAG | Charger Included | One Month Warranty",No Brand,92500.0,4.909090909090909,11.0,https:,16.0,16.0,i7
Surface Pro 5 - Core i5 7th Generation - RAM 8GB - 256GB NVME - 12.3Inches Touchscreen - Dual Cam - Windows 10,No Brand,48015.0,5.0,1.0,https:,8.0,8.0,i5
Lenovo Thinkpad L490 / i7 8th gen/ 16gb ram/ 256gb SSD/ C type charger/ backlight keyboard,No Brand,59000.0,5.0,1.0,https:,16.0,16.0,i7
Daraz like new hp chromebook 11 g8 intel celeron n4020 04GB Ram 32GB Storage auto update 2029 with play store,HP,13860.0,5.0,2.0,https:,4.0,4.0,other
"HP Chromebook 11 G6 EE 11.6"" Chromebook Intel Celeron 1.10 GHz 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Play Store, Chrome OS - FREE LAPTOP BAG",Daraz Like New,8199.0,4.0,8.0,https:,4.0,4.0,other
Acer C720 - 4GB RAM / 16GB ROM -11.6 inch Display  Long Battery Life,No Brand,11500.0,4.428571428571429,7.0,https:,4.0,4.0,other
Acer 5th Generation Laptop 4GB Ram 128GB SSD Windows 10,No Brand,16795.0,4.605263157894737,76.0,https:,4.0,4.0,other
"LENOVO CHROMEBOOK 100E 3rd GEN| 4GB RAM DDR4 | 32GB SSD EMMC | 11.6"" SCREEN | PLAYSTORE | Update 2031",No Brand,11384.01,3.6666666666666665,3.0,https:,4.0,4.0,other
"Dell Chromebook 3380 (13.3"", Intel 1.60GHz, 4GB, 16GB, ChromeOS) with Charger",No Brand,9900.0,5.0,6.0,https:,0.0,4.0,other
"Dell Latitude E5470 - Core i5 - 6th Generation - 16gb RAM - 512gb SSD - 14"" Screen - Windows 10 Activated - Free Laptop Bag - Fattani Computer",Dell,55999.0,5.0,1.0,https:,16.0,16.0,i5
Daraz Like New Laptops - Daraz Like New Laptops - HP Chromebook 11 G5 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported | Dual Core | Chrome Book - FREE LAPTOP BAG,Daraz Like New,7999.0,5.0,0.0,https:,4.0,16.0,other
HP Elite Book 830 G8 - i7 - 11th Generation - Like New Laptops -,No Brand,145000.0,0.0,0.0,https:,0.0,0.0,i7
"Hp Chromebook 11 G7 EE - 4GB RAM DDR4 - 16GB SSD EMMC - Playstore supported - 11.6"" screen",No Brand,8217.0,5.0,1.0,https:,4.0,4.0,other
"Acer Predator Helios 18 AI PH18-73-96CY Gaming Laptop Intel Core Ultra 9-275HX, 64GB DDR5, 1TB SSD, NVIDIA RTX 5080 16GB Graphics,18"" WQXGA IPS Mini LED 250Hz, Windows 11 Home",Acer,974999.0,0.0,0.0,https:,0.0,1024.0,other
"💻 Lenovo Laptop N23 Chromebook | 11.6"" HD | 4GB RAM | Chrome OS | Ideal for Students & Travel",.No Brand.,8000.0,5.0,1.0,https:,4.0,4.0,other
"Lenovo IdeaPad MIIX 520 2-In-1 Touchscreen Laptop - Core i5 8th Generation - Fingerprint Sensor - 12.2"" FHD Display - RAM 8GB DDR4 - 256GB NVME SSD - Windows 10 (Renewed)",No Brand,44055.0,5.0,6.0,https:,8.0,8.0,i5
"Samsung NP940X5N Laptop – Intel Core i7 8th Gen, 16GB RAM, 256GB M.2 SSD, 15.6″ FHD Touchscreen Ultrabook",No Brand,76999.0,0.0,0.0,https:,16.0,16.0,i7
Dell Chromebook 3189 | Touch Screen | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,Dell,12323.0,4.708333333333333,48.0,https:,4.0,32.0,other
ASUS ROG G73Jh Intel Core i7 1st-Gen 720 QM up to 2.80GHz - 04 GB DDR3 Ram - 500 GB HDD - ATI Mobility Radeon HD 5870 1GB GDDR5 - 17.3 inches 900p HD Display - Windows 8 - Gaming Notebook,Daraz Like New,40000.0,0.0,0.0,https:,0.0,4.0,i7
Daraz Like New Laptops - Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,Lenovo,7999.0,4.444444444444445,9.0,https:,4.0,4.0,other
"Lenovo Core i5 3rd Generation - 8GB ram , 500GB Hard Drive",No Brand,30000.0,0.0,0.0,https:,8.0,8.0,i5
Microsoft Surface Pro 6 - Core i5 8th Generation - RAM 8GB - 256GB NVME - 12.3Inches Touchscreen - Windows 10,No Brand,55935.0,4.222222222222222,9.0,https:,8.0,8.0,i5
"Lenovo Chromebook 100e | 11.6” Display laptop| Intel N3350 | 4GB RAM, 32GB Storage | Webcam | Play Store Support | 8hr Battery | 2029 Updateable",No Brand,9999.0,0.0,0.0,https:,4.0,4.0,other
Dell 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,Daraz Like New,45999.0,4.290322580645161,31.0,https:,8.0,8.0,i5
